name,sku,slug,description,price,originPrice,status,categorySlugs
Quần Thể thao màu Xanh 16,SKU-0016,san-pham-mau-16,Mô tả chi tiết cho sản phẩm số 16,133000,145000,INACTIVE,thoi-trang-nam
Áo Dự tiệc màu Đỏ 17,SKU-0017,san-pham-mau-17,Mô tả chi tiết cho sản phẩm số 17,403000,447000,DRAFT,quan-nam,thoi-trang-nam
Quần Dự tiệc màu Vàng 18,SKU-0018,san-pham-mau-18,Mô tả chi tiết cho sản phẩm số 18,898000,921000,ACTIVE,quan-nam
Giày Công sở màu Đen 19,SKU-0019,san-pham-mau-19,Mô tả chi tiết cho sản phẩm số 19,116000,126000,INACTIVE,ao-nam,thoi-trang-nu,giay-dep-nam
Quần Công sở màu Đen 20,SKU-0020,san-pham-mau-20,Mô tả chi tiết cho sản phẩm số 20,916000,945000,INACTIVE,ao-nam,thoi-trang-nu
Đầm Dự tiệc màu Hồng 21,SKU-0021,san-pham-mau-21,Mô tả chi tiết cho sản phẩm số 21,773000,805000,ACTIVE,ao-nam
Váy Dự tiệc màu Đỏ 22,SKU-0022,san-pham-mau-22,Mô tả chi tiết cho sản phẩm số 22,560000,584000,INACTIVE,thoi-trang-nam,thoi-trang-nu
Áo Dạo phố màu Xanh 23,SKU-0023,san-pham-mau-23,Mô tả chi tiết cho sản phẩm số 23,217000,249000,INACTIVE,thoi-trang-nam,ao-nam,giay-dep-nam
Váy Thể thao màu Đỏ 24,SKU-0024,san-pham-mau-24,Mô tả chi tiết cho sản phẩm số 24,230000,261000,ACTIVE,quan-nam
Đầm Thể thao màu Đen 25,SKU-0025,san-pham-mau-25,Mô tả chi tiết cho sản phẩm số 25,429000,455000,INACTIVE,ao-nam,giay-dep-nam,thoi-trang-nu
Đầm Thể thao màu Hồng 26,SKU-0026,san-pham-mau-26,Mô tả chi tiết cho sản phẩm số 26,110000,130000,INACTIVE,giay-dep-nam
Đầm Dự tiệc màu Đen 27,SKU-0027,san-pham-mau-27,Mô tả chi tiết cho sản phẩm số 27,725000,750000,DRAFT,thoi-trang-nam
Đầm Dự tiệc màu Đen 28,SKU-0028,san-pham-mau-28,Mô tả chi tiết cho sản phẩm số 28,281000,328000,ACTIVE,quan-nam
Túi Dạo phố màu Đen 29,SKU-0029,san-pham-mau-29,Mô tả chi tiết cho sản phẩm số 29,659000,708000,DRAFT,thoi-trang-nam,thoi-trang-nu
Giày Công sở màu Đỏ 30,SKU-0030,san-pham-mau-30,Mô tả chi tiết cho sản phẩm số 30,591000,640000,DRAFT,quan-nam
Quần Công sở màu Vàng 31,SKU-0031,san-pham-mau-31,Mô tả chi tiết cho sản phẩm số 31,101000,114000,ACTIVE,thoi-trang-nam,ao-nam,thoi-trang-nu
Túi Thể thao màu Trắng 32,SKU-0032,san-pham-mau-32,Mô tả chi tiết cho sản phẩm số 32,554000,570000,INACTIVE,ao-nam,thoi-trang-nu
Váy Dạo phố màu Trắng 33,SKU-0033,san-pham-mau-33,Mô tả chi tiết cho sản phẩm số 33,676000,720000,DRAFT,quan-nam,giay-dep-nam
Váy Công sở màu Đỏ 34,SKU-0034,san-pham-mau-34,Mô tả chi tiết cho sản phẩm số 34,899000,944000,ACTIVE,thoi-trang-nu,giay-dep-nam
Quần Dự tiệc màu Đỏ 35,SKU-0035,san-pham-mau-35,Mô tả chi tiết cho sản phẩm số 35,101000,126000,DRAFT,thoi-trang-nu,ao-nam
Đầm Công sở màu Xanh 36,SKU-0036,san-pham-mau-36,Mô tả chi tiết cho sản phẩm số 36,751000,766000,INACTIVE,quan-nam,ao-nam
Áo Thể thao màu Đen 37,SKU-0037,san-pham-mau-37,Mô tả chi tiết cho sản phẩm số 37,861000,900000,DRAFT,thoi-trang-nu,ao-nam
Túi Công sở màu Đen 38,SKU-0038,san-pham-mau-38,Mô tả chi tiết cho sản phẩm số 38,367000,401000,ACTIVE,giay-dep-nam,thoi-trang-nu
Túi Dự tiệc màu Trắng 39,SKU-0039,san-pham-mau-39,Mô tả chi tiết cho sản phẩm số 39,667000,692000,ACTIVE,thoi-trang-nu
Giày Dạo phố màu Xanh 40,SKU-0040,san-pham-mau-40,Mô tả chi tiết cho sản phẩm số 40,835000,874000,DRAFT,thoi-trang-nam,ao-nam,thoi-trang-nu
Áo Thể thao màu Đỏ 41,SKU-0041,san-pham-mau-41,Mô tả chi tiết cho sản phẩm số 41,464000,501000,INACTIVE,thoi-trang-nam,thoi-trang-nu,ao-nam
Váy Công sở màu Hồng 42,SKU-0042,san-pham-mau-42,Mô tả chi tiết cho sản phẩm số 42,883000,900000,INACTIVE,thoi-trang-nu,ao-nam,thoi-trang-nam
Giày Dự tiệc màu Hồng 43,SKU-0043,san-pham-mau-43,Mô tả chi tiết cho sản phẩm số 43,287000,331000,ACTIVE,thoi-trang-nam,ao-nam,quan-nam
Túi Công sở màu Đỏ 44,SKU-0044,san-pham-mau-44,Mô tả chi tiết cho sản phẩm số 44,361000,374000,ACTIVE,thoi-trang-nu,giay-dep-nam,ao-nam
Áo Công sở màu Vàng 45,SKU-0045,san-pham-mau-45,Mô tả chi tiết cho sản phẩm số 45,208000,224000,INACTIVE,thoi-trang-nam
Đầm Dự tiệc màu Trắng 46,SKU-0046,san-pham-mau-46,Mô tả chi tiết cho sản phẩm số 46,778000,798000,DRAFT,giay-dep-nam,quan-nam
Quần Dạo phố màu Đen 47,SKU-0047,san-pham-mau-47,Mô tả chi tiết cho sản phẩm số 47,144000,157000,ACTIVE,quan-nam,thoi-trang-nu
Đầm Dự tiệc màu Xanh 48,SKU-0048,san-pham-mau-48,Mô tả chi tiết cho sản phẩm số 48,404000,414000,DRAFT,thoi-trang-nu
Váy Thể thao màu Đỏ 49,SKU-0049,san-pham-mau-49,Mô tả chi tiết cho sản phẩm số 49,997000,1032000,INACTIVE,quan-nam,thoi-trang-nu
Giày Dạo phố màu Đen 50,SKU-0050,san-pham-mau-50,Mô tả chi tiết cho sản phẩm số 50,253000,281000,DRAFT,thoi-trang-nam,quan-nam,thoi-trang-nu
Váy Dạo phố màu Trắng 51,SKU-0051,san-pham-mau-51,Mô tả chi tiết cho sản phẩm số 51,317000,351000,INACTIVE,giay-dep-nam
Quần Dự tiệc màu Vàng 52,SKU-0052,san-pham-mau-52,Mô tả chi tiết cho sản phẩm số 52,677000,695000,ACTIVE,thoi-trang-nu
Váy Công sở màu Xanh 53,SKU-0053,san-pham-mau-53,Mô tả chi tiết cho sản phẩm số 53,666000,694000,DRAFT,thoi-trang-nam
Giày Dạo phố màu Đen 54,SKU-0054,san-pham-mau-54,Mô tả chi tiết cho sản phẩm số 54,430000,464000,INACTIVE,giay-dep-nam
Đầm Công sở màu Hồng 55,SKU-0055,san-pham-mau-55,Mô tả chi tiết cho sản phẩm số 55,954000,998000,INACTIVE,ao-nam
Đầm Dạo phố màu Vàng 56,SKU-0056,san-pham-mau-56,Mô tả chi tiết cho sản phẩm số 56,986000,999000,DRAFT,quan-nam,ao-nam,giay-dep-nam
Váy Dự tiệc màu Hồng 57,SKU-0057,san-pham-mau-57,Mô tả chi tiết cho sản phẩm số 57,674000,712000,INACTIVE,thoi-trang-nam,ao-nam,giay-dep-nam
Váy Thể thao màu Đen 58,SKU-0058,san-pham-mau-58,Mô tả chi tiết cho sản phẩm số 58,433000,466000,INACTIVE,giay-dep-nam
Đầm Thể thao màu Đỏ 59,SKU-0059,san-pham-mau-59,Mô tả chi tiết cho sản phẩm số 59,211000,252000,ACTIVE,quan-nam,giay-dep-nam
Váy Công sở màu Vàng 60,SKU-0060,san-pham-mau-60,Mô tả chi tiết cho sản phẩm số 60,100000,141000,INACTIVE,giay-dep-nam,thoi-trang-nu,quan-nam
Đầm Dự tiệc màu Đen 61,SKU-0061,san-pham-mau-61,Mô tả chi tiết cho sản phẩm số 61,755000,771000,ACTIVE,quan-nam,thoi-trang-nu
Giày Dạo phố màu Vàng 62,SKU-0062,san-pham-mau-62,Mô tả chi tiết cho sản phẩm số 62,970000,1017000,DRAFT,giay-dep-nam,thoi-trang-nu,thoi-trang-nam
Túi Dạo phố màu Đỏ 63,SKU-0063,san-pham-mau-63,Mô tả chi tiết cho sản phẩm số 63,866000,900000,DRAFT,thoi-trang-nu
Đầm Dạo phố màu Hồng 64,SKU-0064,san-pham-mau-64,Mô tả chi tiết cho sản phẩm số 64,494000,537000,DRAFT,giay-dep-nam
Đầm Dạo phố màu Xanh 65,SKU-0065,san-pham-mau-65,Mô tả chi tiết cho sản phẩm số 65,127000,144000,DRAFT,giay-dep-nam,quan-nam,ao-nam
Giày Công sở màu Trắng 66,SKU-0066,san-pham-mau-66,Mô tả chi tiết cho sản phẩm số 66,779000,805000,INACTIVE,giay-dep-nam,thoi-trang-nu,ao-nam
Váy Thể thao màu Hồng 67,SKU-0067,san-pham-mau-67,Mô tả chi tiết cho sản phẩm số 67,292000,333000,INACTIVE,quan-nam,ao-nam
Giày Công sở màu Vàng 68,SKU-0068,san-pham-mau-68,Mô tả chi tiết cho sản phẩm số 68,237000,262000,DRAFT,quan-nam
Áo Dự tiệc màu Trắng 69,SKU-0069,san-pham-mau-69,Mô tả chi tiết cho sản phẩm số 69,865000,902000,DRAFT,thoi-trang-nam,ao-nam
Áo Công sở màu Hồng 70,SKU-0070,san-pham-mau-70,Mô tả chi tiết cho sản phẩm số 70,132000,174000,INACTIVE,thoi-trang-nu
Quần Thể thao màu Xanh 71,SKU-0071,san-pham-mau-71,Mô tả chi tiết cho sản phẩm số 71,621000,646000,ACTIVE,giay-dep-nam,thoi-trang-nam,quan-nam
Váy Công sở màu Vàng 72,SKU-0072,san-pham-mau-72,Mô tả chi tiết cho sản phẩm số 72,737000,784000,ACTIVE,thoi-trang-nam
Quần Dạo phố màu Trắng 73,SKU-0073,san-pham-mau-73,Mô tả chi tiết cho sản phẩm số 73,106000,138000,DRAFT,quan-nam
Giày Dạo phố màu Xanh 74,SKU-0074,san-pham-mau-74,Mô tả chi tiết cho sản phẩm số 74,585000,600000,DRAFT,thoi-trang-nam,thoi-trang-nu
Giày Thể thao màu Đen 75,SKU-0075,san-pham-mau-75,Mô tả chi tiết cho sản phẩm số 75,974000,996000,ACTIVE,thoi-trang-nam,giay-dep-nam,quan-nam
Đầm Dạo phố màu Vàng 76,SKU-0076,san-pham-mau-76,Mô tả chi tiết cho sản phẩm số 76,391000,422000,INACTIVE,thoi-trang-nu,quan-nam,giay-dep-nam
Váy Dạo phố màu Đen 77,SKU-0077,san-pham-mau-77,Mô tả chi tiết cho sản phẩm số 77,878000,891000,ACTIVE,thoi-trang-nam
Giày Công sở màu Vàng 78,SKU-0078,san-pham-mau-78,Mô tả chi tiết cho sản phẩm số 78,164000,174000,ACTIVE,giay-dep-nam,ao-nam,quan-nam
Túi Dạo phố màu Vàng 79,SKU-0079,san-pham-mau-79,Mô tả chi tiết cho sản phẩm số 79,833000,851000,DRAFT,thoi-trang-nu,ao-nam,giay-dep-nam
Áo Dạo phố màu Vàng 80,SKU-0080,san-pham-mau-80,Mô tả chi tiết cho sản phẩm số 80,391000,417000,INACTIVE,quan-nam,giay-dep-nam
Giày Thể thao màu Trắng 81,SKU-0081,san-pham-mau-81,Mô tả chi tiết cho sản phẩm số 81,481000,530000,DRAFT,thoi-trang-nam,quan-nam,giay-dep-nam
Túi Công sở màu Trắng 82,SKU-0082,san-pham-mau-82,Mô tả chi tiết cho sản phẩm số 82,574000,585000,DRAFT,ao-nam,thoi-trang-nam,giay-dep-nam
Đầm Dự tiệc màu Đen 83,SKU-0083,san-pham-mau-83,Mô tả chi tiết cho sản phẩm số 83,899000,936000,ACTIVE,giay-dep-nam,thoi-trang-nam
Áo Dạo phố màu Hồng 84,SKU-0084,san-pham-mau-84,Mô tả chi tiết cho sản phẩm số 84,869000,882000,INACTIVE,giay-dep-nam,quan-nam,thoi-trang-nam
Túi Dự tiệc màu Xanh 85,SKU-0085,san-pham-mau-85,Mô tả chi tiết cho sản phẩm số 85,337000,366000,ACTIVE,ao-nam,thoi-trang-nu,quan-nam
Quần Công sở màu Vàng 86,SKU-0086,san-pham-mau-86,Mô tả chi tiết cho sản phẩm số 86,966000,977000,INACTIVE,ao-nam
Áo Dạo phố màu Xanh 87,SKU-0087,san-pham-mau-87,Mô tả chi tiết cho sản phẩm số 87,640000,667000,ACTIVE,giay-dep-nam
Váy Công sở màu Xanh 88,SKU-0088,san-pham-mau-88,Mô tả chi tiết cho sản phẩm số 88,736000,780000,ACTIVE,ao-nam
Túi Thể thao màu Trắng 89,SKU-0089,san-pham-mau-89,Mô tả chi tiết cho sản phẩm số 89,356000,400000,DRAFT,thoi-trang-nam,thoi-trang-nu
Quần Dạo phố màu Hồng 90,SKU-0090,san-pham-mau-90,Mô tả chi tiết cho sản phẩm số 90,729000,765000,DRAFT,quan-nam,ao-nam,giay-dep-nam
Túi Công sở màu Vàng 91,SKU-0091,san-pham-mau-91,Mô tả chi tiết cho sản phẩm số 91,483000,507000,INACTIVE,quan-nam
Đầm Dạo phố màu Hồng 92,SKU-0092,san-pham-mau-92,Mô tả chi tiết cho sản phẩm số 92,981000,1022000,INACTIVE,quan-nam
Giày Dự tiệc màu Đen 93,SKU-0093,san-pham-mau-93,Mô tả chi tiết cho sản phẩm số 93,345000,376000,ACTIVE,thoi-trang-nam,quan-nam,giay-dep-nam
Đầm Thể thao màu Vàng 94,SKU-0094,san-pham-mau-94,Mô tả chi tiết cho sản phẩm số 94,193000,203000,DRAFT,ao-nam
Túi Dạo phố màu Trắng 95,SKU-0095,san-pham-mau-95,Mô tả chi tiết cho sản phẩm số 95,164000,187000,INACTIVE,giay-dep-nam
Váy Thể thao màu Đỏ 96,SKU-0096,san-pham-mau-96,Mô tả chi tiết cho sản phẩm số 96,790000,837000,ACTIVE,ao-nam,giay-dep-nam
Đầm Dự tiệc màu Trắng 97,SKU-0097,san-pham-mau-97,Mô tả chi tiết cho sản phẩm số 97,223000,235000,ACTIVE,thoi-trang-nu
Áo Công sở màu Đỏ 98,SKU-0098,san-pham-mau-98,Mô tả chi tiết cho sản phẩm số 98,216000,236000,DRAFT,ao-nam,giay-dep-nam
Quần Công sở màu Đen 99,SKU-0099,san-pham-mau-99,Mô tả chi tiết cho sản phẩm số 99,386000,416000,INACTIVE,quan-nam,thoi-trang-nam
Váy Công sở màu Xanh 100,SKU-0100,san-pham-mau-100,Mô tả chi tiết cho sản phẩm số 100,832000,872000,DRAFT,ao-nam
Giày Dạo phố màu Xanh 101,SKU-0101,san-pham-mau-101,Mô tả chi tiết cho sản phẩm số 101,318000,345000,INACTIVE,giay-dep-nam
Váy Thể thao màu Vàng 102,SKU-0102,san-pham-mau-102,Mô tả chi tiết cho sản phẩm số 102,640000,654000,ACTIVE,ao-nam
Áo Dạo phố màu Hồng 103,SKU-0103,san-pham-mau-103,Mô tả chi tiết cho sản phẩm số 103,165000,207000,INACTIVE,thoi-trang-nam
Quần Thể thao màu Xanh 104,SKU-0104,san-pham-mau-104,Mô tả chi tiết cho sản phẩm số 104,782000,827000,ACTIVE,giay-dep-nam,ao-nam
Túi Thể thao màu Đen 105,SKU-0105,san-pham-mau-105,Mô tả chi tiết cho sản phẩm số 105,367000,410000,INACTIVE,thoi-trang-nam,thoi-trang-nu,ao-nam
Quần Thể thao màu Vàng 106,SKU-0106,san-pham-mau-106,Mô tả chi tiết cho sản phẩm số 106,173000,221000,ACTIVE,thoi-trang-nu,quan-nam
Quần Dạo phố màu Vàng 107,SKU-0107,san-pham-mau-107,Mô tả chi tiết cho sản phẩm số 107,515000,541000,INACTIVE,thoi-trang-nu
Túi Dạo phố màu Đỏ 108,SKU-0108,san-pham-mau-108,Mô tả chi tiết cho sản phẩm số 108,702000,737000,ACTIVE,thoi-trang-nu,giay-dep-nam
Quần Dự tiệc màu Trắng 109,SKU-0109,san-pham-mau-109,Mô tả chi tiết cho sản phẩm số 109,950000,977000,DRAFT,ao-nam
Giày Thể thao màu Hồng 110,SKU-0110,san-pham-mau-110,Mô tả chi tiết cho sản phẩm số 110,313000,348000,DRAFT,giay-dep-nam,quan-nam,thoi-trang-nu
Váy Dự tiệc màu Đỏ 111,SKU-0111,san-pham-mau-111,Mô tả chi tiết cho sản phẩm số 111,779000,797000,INACTIVE,thoi-trang-nu
Đầm Thể thao màu Xanh 112,SKU-0112,san-pham-mau-112,Mô tả chi tiết cho sản phẩm số 112,988000,1026000,DRAFT,thoi-trang-nu,quan-nam,thoi-trang-nam
Áo Thể thao màu Hồng 113,SKU-0113,san-pham-mau-113,Mô tả chi tiết cho sản phẩm số 113,323000,366000,DRAFT,ao-nam
Đầm Công sở màu Đỏ 114,SKU-0114,san-pham-mau-114,Mô tả chi tiết cho sản phẩm số 114,336000,370000,INACTIVE,ao-nam,thoi-trang-nu,quan-nam
Đầm Thể thao màu Hồng 115,SKU-0115,san-pham-mau-115,Mô tả chi tiết cho sản phẩm số 115,415000,439000,ACTIVE,ao-nam
Quần Dự tiệc màu Đen 116,SKU-0116,san-pham-mau-116,Mô tả chi tiết cho sản phẩm số 116,721000,755000,ACTIVE,quan-nam
Áo Công sở màu Đỏ 117,SKU-0117,san-pham-mau-117,Mô tả chi tiết cho sản phẩm số 117,381000,421000,ACTIVE,ao-nam,quan-nam
Áo Dạo phố màu Hồng 118,SKU-0118,san-pham-mau-118,Mô tả chi tiết cho sản phẩm số 118,292000,327000,ACTIVE,giay-dep-nam,thoi-trang-nu
Túi Dạo phố màu Vàng 119,SKU-0119,san-pham-mau-119,Mô tả chi tiết cho sản phẩm số 119,605000,626000,INACTIVE,quan-nam,ao-nam,thoi-trang-nu
Túi Dự tiệc màu Hồng 120,SKU-0120,san-pham-mau-120,Mô tả chi tiết cho sản phẩm số 120,759000,789000,ACTIVE,quan-nam
Quần Dạo phố màu Hồng 121,SKU-0121,san-pham-mau-121,Mô tả chi tiết cho sản phẩm số 121,758000,797000,ACTIVE,ao-nam,giay-dep-nam,thoi-trang-nam
Váy Công sở màu Xanh 122,SKU-0122,san-pham-mau-122,Mô tả chi tiết cho sản phẩm số 122,563000,610000,INACTIVE,ao-nam,thoi-trang-nam,quan-nam
Đầm Dạo phố màu Vàng 123,SKU-0123,san-pham-mau-123,Mô tả chi tiết cho sản phẩm số 123,772000,789000,ACTIVE,giay-dep-nam,quan-nam,thoi-trang-nam
Đầm Dạo phố màu Hồng 124,SKU-0124,san-pham-mau-124,Mô tả chi tiết cho sản phẩm số 124,654000,702000,DRAFT,ao-nam,giay-dep-nam
Váy Dạo phố màu Vàng 125,SKU-0125,san-pham-mau-125,Mô tả chi tiết cho sản phẩm số 125,330000,362000,INACTIVE,thoi-trang-nam
Váy Công sở màu Xanh 126,SKU-0126,san-pham-mau-126,Mô tả chi tiết cho sản phẩm số 126,178000,217000,DRAFT,thoi-trang-nu
Giày Dạo phố màu Vàng 127,SKU-0127,san-pham-mau-127,Mô tả chi tiết cho sản phẩm số 127,798000,829000,ACTIVE,ao-nam,quan-nam,thoi-trang-nu
Quần Thể thao màu Xanh 128,SKU-0128,san-pham-mau-128,Mô tả chi tiết cho sản phẩm số 128,830000,871000,ACTIVE,giay-dep-nam,ao-nam,thoi-trang-nam
Túi Công sở màu Hồng 129,SKU-0129,san-pham-mau-129,Mô tả chi tiết cho sản phẩm số 129,461000,507000,ACTIVE,giay-dep-nam,thoi-trang-nu
Túi Công sở màu Xanh 130,SKU-0130,san-pham-mau-130,Mô tả chi tiết cho sản phẩm số 130,439000,475000,DRAFT,quan-nam
Váy Dạo phố màu Xanh 131,SKU-0131,san-pham-mau-131,Mô tả chi tiết cho sản phẩm số 131,336000,353000,ACTIVE,ao-nam,thoi-trang-nam,thoi-trang-nu
Đầm Thể thao màu Hồng 132,SKU-0132,san-pham-mau-132,Mô tả chi tiết cho sản phẩm số 132,401000,428000,DRAFT,ao-nam,giay-dep-nam,thoi-trang-nam
Áo Công sở màu Trắng 133,SKU-0133,san-pham-mau-133,Mô tả chi tiết cho sản phẩm số 133,965000,990000,INACTIVE,quan-nam,giay-dep-nam
Váy Công sở màu Xanh 134,SKU-0134,san-pham-mau-134,Mô tả chi tiết cho sản phẩm số 134,167000,179000,ACTIVE,thoi-trang-nam
Giày Dự tiệc màu Hồng 135,SKU-0135,san-pham-mau-135,Mô tả chi tiết cho sản phẩm số 135,189000,218000,INACTIVE,quan-nam
Váy Thể thao màu Trắng 136,SKU-0136,san-pham-mau-136,Mô tả chi tiết cho sản phẩm số 136,347000,360000,DRAFT,thoi-trang-nu
Túi Thể thao màu Vàng 137,SKU-0137,san-pham-mau-137,Mô tả chi tiết cho sản phẩm số 137,273000,321000,DRAFT,thoi-trang-nu,thoi-trang-nam,giay-dep-nam
Váy Dạo phố màu Trắng 138,SKU-0138,san-pham-mau-138,Mô tả chi tiết cho sản phẩm số 138,355000,369000,ACTIVE,thoi-trang-nu,ao-nam,thoi-trang-nam
Quần Dạo phố màu Vàng 139,SKU-0139,san-pham-mau-139,Mô tả chi tiết cho sản phẩm số 139,825000,871000,INACTIVE,ao-nam
Váy Công sở màu Đỏ 140,SKU-0140,san-pham-mau-140,Mô tả chi tiết cho sản phẩm số 140,826000,844000,ACTIVE,ao-nam,thoi-trang-nu,thoi-trang-nam
Váy Công sở màu Hồng 141,SKU-0141,san-pham-mau-141,Mô tả chi tiết cho sản phẩm số 141,136000,172000,ACTIVE,ao-nam
Quần Dạo phố màu Hồng 142,SKU-0142,san-pham-mau-142,Mô tả chi tiết cho sản phẩm số 142,394000,421000,DRAFT,thoi-trang-nam,thoi-trang-nu
Váy Dự tiệc màu Trắng 143,SKU-0143,san-pham-mau-143,Mô tả chi tiết cho sản phẩm số 143,353000,376000,INACTIVE,giay-dep-nam
Áo Thể thao màu Đen 144,SKU-0144,san-pham-mau-144,Mô tả chi tiết cho sản phẩm số 144,920000,952000,DRAFT,quan-nam
Váy Dự tiệc màu Vàng 145,SKU-0145,san-pham-mau-145,Mô tả chi tiết cho sản phẩm số 145,195000,206000,DRAFT,ao-nam
Áo Công sở màu Xanh 146,SKU-0146,san-pham-mau-146,Mô tả chi tiết cho sản phẩm số 146,432000,473000,INACTIVE,thoi-trang-nu
Đầm Dự tiệc màu Xanh 147,SKU-0147,san-pham-mau-147,Mô tả chi tiết cho sản phẩm số 147,739000,784000,INACTIVE,ao-nam,quan-nam
Giày Dự tiệc màu Hồng 148,SKU-0148,san-pham-mau-148,Mô tả chi tiết cho sản phẩm số 148,879000,895000,ACTIVE,thoi-trang-nam
Áo Dạo phố màu Hồng 149,SKU-0149,san-pham-mau-149,Mô tả chi tiết cho sản phẩm số 149,384000,416000,INACTIVE,quan-nam
Áo Dự tiệc màu Hồng 150,SKU-0150,san-pham-mau-150,Mô tả chi tiết cho sản phẩm số 150,868000,907000,DRAFT,quan-nam
Quần Công sở màu Đen 151,SKU-0151,san-pham-mau-151,Mô tả chi tiết cho sản phẩm số 151,642000,677000,INACTIVE,quan-nam,thoi-trang-nu,giay-dep-nam
Quần Dạo phố màu Hồng 152,SKU-0152,san-pham-mau-152,Mô tả chi tiết cho sản phẩm số 152,233000,248000,ACTIVE,giay-dep-nam,quan-nam
Váy Thể thao màu Trắng 153,SKU-0153,san-pham-mau-153,Mô tả chi tiết cho sản phẩm số 153,881000,927000,DRAFT,thoi-trang-nu
Đầm Dạo phố màu Hồng 154,SKU-0154,san-pham-mau-154,Mô tả chi tiết cho sản phẩm số 154,922000,969000,DRAFT,thoi-trang-nu
Áo Dự tiệc màu Vàng 155,SKU-0155,san-pham-mau-155,Mô tả chi tiết cho sản phẩm số 155,145000,165000,INACTIVE,quan-nam,thoi-trang-nam,giay-dep-nam
Áo Dạo phố màu Xanh 156,SKU-0156,san-pham-mau-156,Mô tả chi tiết cho sản phẩm số 156,272000,288000,DRAFT,thoi-trang-nam
Giày Thể thao màu Trắng 157,SKU-0157,san-pham-mau-157,Mô tả chi tiết cho sản phẩm số 157,597000,626000,DRAFT,ao-nam,thoi-trang-nu,quan-nam
Váy Thể thao màu Đỏ 158,SKU-0158,san-pham-mau-158,Mô tả chi tiết cho sản phẩm số 158,625000,635000,ACTIVE,thoi-trang-nu,giay-dep-nam
Áo Dự tiệc màu Trắng 159,SKU-0159,san-pham-mau-159,Mô tả chi tiết cho sản phẩm số 159,930000,976000,INACTIVE,quan-nam
Giày Dự tiệc màu Xanh 160,SKU-0160,san-pham-mau-160,Mô tả chi tiết cho sản phẩm số 160,600000,628000,DRAFT,giay-dep-nam,thoi-trang-nam,ao-nam
Quần Dự tiệc màu Xanh 161,SKU-0161,san-pham-mau-161,Mô tả chi tiết cho sản phẩm số 161,485000,507000,INACTIVE,ao-nam,giay-dep-nam
Đầm Thể thao màu Vàng 162,SKU-0162,san-pham-mau-162,Mô tả chi tiết cho sản phẩm số 162,660000,677000,ACTIVE,giay-dep-nam,thoi-trang-nam
Giày Thể thao màu Trắng 163,SKU-0163,san-pham-mau-163,Mô tả chi tiết cho sản phẩm số 163,521000,539000,ACTIVE,thoi-trang-nam,quan-nam,thoi-trang-nu
Đầm Dạo phố màu Xanh 164,SKU-0164,san-pham-mau-164,Mô tả chi tiết cho sản phẩm số 164,409000,455000,INACTIVE,ao-nam,giay-dep-nam
